Gene Name,Product Annotation,BaseMean,BaseMeanA,BaseMeanB,Fold Change,log2 Fold-Change,P-value,FDR,Effect
dapA,Dihydrodipicolinate synthase,74.67997021,128.0825784,39.07823138,0.305101848,-1.712637177,0.002807399,0.028465718,Downregulated
dctA,C4-dicarboxylate transport protein,86.85056277,165.2472765,34.58608697,0.209298983,-2.256362791,0.003417579,0.033014719,Downregulated
dcuA,anaerobic C4-dicarboxylate transporter,169.3519161,317.4209219,70.63924547,0.22254124,-2.167855385,1.40E-06,4.54E-05,Downregulated
ddl,D-alanine--D-alanine ligase,45.42080062,19.59276748,62.63948938,3.197072055,1.67675126,0.001537425,0.016927051,Upregulated
def,polypeptide deformylase,99.80281992,201.4097286,32.06488078,0.159202244,-2.651067423,0.001248017,0.014096777,Downregulated
dhaF,glycerol dehydratase reactivation factor large subunit (pseudogene),6.577410101,0.268185893,10.78355957,40.20927219,5.329456318,8.11E-10,5.58E-08,Upregulated
dmsA,anaerobic dimethyl sulfoxide reductase chain A precursor,273.7163491,548.1993336,90.72769277,0.165501282,-2.595085698,0.000652965,0.008324355,Downregulated
dnaT,primosomal protein I,26.94128521,50.4133734,11.29322642,0.224012512,-2.158348779,0.011583609,0.084739153,Downregulated
dppA,periplasmic dipeptide transport protein precursor,182.0843807,358.6631056,64.36523079,0.179458745,-2.478275868,6.07E-07,2.13E-05,Downregulated
dppC,dipeptide transport system permease protein DppC,40.99830275,8.519122309,62.65108971,7.354171878,2.878562895,0.005110826,0.045236636,Upregulated
dppF,dipeptide transport ATP-binding protein DppF,23.3453938,6.837557902,34.35061774,5.023813799,2.328782994,4.91E-11,4.32E-09,Upregulated
dps,DNA protection during starvation protein,1303.522928,2851.422786,271.5896899,0.095247078,-3.392181348,0.004190594,0.038764473,Downregulated
dsbA,thiol:disulfide interchange protein,43.89607801,81.15392512,19.05751327,0.234831689,-2.090300994,7.97E-06,0.00018966,Downregulated
dsdA,D-serine dehydratase,53.69338297,17.68777051,77.69712462,4.392703115,2.135108997,4.44E-17,1.26E-14,Upregulated
dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,41.17932767,70.24443661,21.80258838,0.31038171,-1.687884548,0.010196661,0.076827378,Downregulated
eco,Ecotin precursor.,77.69096921,161.5235404,21.80258838,0.134980872,-2.889173113,4.31E-05,0.000810355,Downregulated
emrR,putative transcriptional regulator,85.18941597,188.1516788,16.5479074,0.087949826,-3.507175467,8.30E-05,0.001451445,Downregulated
entD,enterobactin synthetase component D,15.06537238,4.195048103,22.31225523,5.318712606,2.411077084,0.008989016,0.070404988,Upregulated
eutD,putative phosphate acyltransferase,46.87005894,1.318467647,77.23778647,58.58148028,5.872372744,0.007772366,0.062369657,Upregulated
eutE,putative aldehyde dehydrogenase,44.5727186,1.98623028,72.96371081,36.73476916,5.199074304,0.004785495,0.042931601,Upregulated
eutG,putative alchohol dehydrogenase,45.99970231,1.024780479,75.98298354,74.14561954,6.212289557,0.00618198,0.052574963,Upregulated
eutH,putative membrane protein,49.00780048,8.209222539,76.20685245,9.283077914,3.214603227,0.013256332,0.095061852,Upregulated
eutJ,putative ethanolamine utilization protein EutJ,39.10903466,1.149247397,64.41555949,56.05021136,5.808647908,6.77E-07,2.33E-05,Upregulated
eutK,ethanolamine utilization protein EutK,25.40579843,4.12394848,39.59369839,9.600919747,3.263172619,0.000168825,0.00266694,Upregulated
eutN,ethanolamine utilization protein,18.68512565,0.497697366,30.81007784,61.90524592,5.951989765,0.005924446,0.050847606,Upregulated
eutR,ethanolamine operon transcriptional regulator,29.13111769,9.302233489,42.35037382,4.552710257,2.186725647,9.31E-09,4.91E-07,Upregulated
exc,surface exclusion protein,245.0091784,545.2503769,44.84837937,0.082252817,-3.603791104,8.75E-17,2.39E-14,Downregulated
exoX,exodeoxyribonuclease X,42.92335631,91.91495217,10.2622924,0.111649869,-3.162946532,0.000195068,0.002994701,Downregulated
fimA,"type-1 fimbrial protein, a chain precursor",100.1260675,225.4933075,16.5479074,0.073385359,-3.768363921,1.93E-09,1.21E-07,Downregulated
fimB,putative type 1 fimbriae regulatory protein,53.85036478,97.80441672,24.54766348,0.250987269,-1.994313906,3.20E-09,1.95E-07,Downregulated
fimF,putative fimbrial protein in fimZ 5' region,13.51684556,5.970344256,18.54784642,3.106662803,1.63536566,0.000907062,0.010904756,Upregulated
fimZ,probable transcriptional regulator (FimXZ protein),49.61526679,120.2737582,2.509605872,0.020865781,-5.582717283,1.09E-07,4.55E-06,Downregulated
fixA,probable flavoprotein subunit,22.47945819,4.319515021,34.58608697,8.00693754,3.001250552,1.07E-11,1.08E-09,Upregulated
fixB,probable flavoprotein subunit,20.94827137,0.844751828,34.35061774,40.66356132,5.345664667,0.009583573,0.073650493,Upregulated
flaG,flagellin,283.9996498,649.9021693,40.06463686,0.061647181,-4.019821258,5.48E-05,0.001009679,Downregulated
fldA,flavodoxin 1,91.86715575,192.8637946,24.53606316,0.127219643,-2.974606648,1.72E-07,6.86E-06,Downregulated
fldB,flavodoxin II,33.36685551,79.65272998,2.509605872,0.031506841,-4.988191094,1.08E-05,0.000245658,Downregulated
flgM,negative regulator of flagellin synthesis (anti-sigma factor),163.8638914,359.3095985,33.56675327,0.093420141,-3.420122571,0.013676607,0.096906837,Downregulated
flhC,flagellar transcriptional activator,35.60753,81.49000738,5.019211744,0.061592972,-4.021090446,0.000417793,0.005838383,Downregulated
fliB,lysine-N-methylase (ec 2.1.1.-) (lysine N-methyltransferase),37.71475105,75.11162973,12.78349859,0.170193333,-2.554753574,0.011365947,0.083520551,Downregulated
fliC,flagellin,569.0005364,1378.539033,29.30820535,0.021260338,-5.555691678,1.38E-21,9.05E-19,Downregulated
fliD,flagellar hook associated protein (FliD),366.4573895,870.2641604,30.58620893,0.035145891,-4.830500178,8.18E-45,1.34E-41,Downregulated
fliZ,FliZ protein,38.94612406,68.77904023,19.05751327,0.277083152,-1.851609103,0.013375215,0.095308078,Downregulated
fnr,fumarate and nitrate reduction regulatory protein,357.4447201,792.535045,67.38450351,0.085024005,-3.555985975,4.29E-12,4.76E-10,Downregulated
focA,probable formate transporter (formate channel),255.3123837,497.8056061,93.65023549,0.188126117,-2.41022795,0.000237636,0.003532134,Downregulated
FQ312003.3325,FQ312003.3325,97.94144217,202.7561013,28.06500274,0.13841755,-2.852901223,6.92E-06,0.000168202,Downregulated
FQ312003.3689,FQ312003.3689,63.98643331,152.4372657,5.019211744,0.032926409,-4.924611015,0.011331419,0.083360498,Downregulated
FQ312003.4083,FQ312003.4083,144.1701534,274.0123676,57.60867732,0.210241157,-2.249882971,2.89E-06,8.00E-05,Downregulated
FQ312003_intergenic_1000151_1000308,FQ312003_intergenic_1000151_1000308,39.18339997,87.42977377,7.019150765,0.0802833,-3.638756269,7.49E-05,0.001326652,Downregulated
FQ312003_intergenic_100694_100791,FQ312003_intergenic_100694_100791,10.08846574,1.928303801,15.5285737,8.052970538,3.009521055,0.000628321,0.008057295,Upregulated
FQ312003_intergenic_1047490_1047995,FQ312003_intergenic_1047490_1047995,110.5424389,259.0630538,11.52869566,0.044501505,-4.490002078,0.000312361,0.004529581,Downregulated
FQ312003_intergenic_1051690_1051833,FQ312003_intergenic_1051690_1051833,5.142442256,0.445175088,8.273953701,18.58584166,4.216132117,8.32E-06,0.000195627,Upregulated
FQ312003_intergenic_1072777_1072883,FQ312003_intergenic_1072777_1072883,2.507510998,0.622164283,3.764408808,6.050506125,2.597055829,0.006969928,0.057482131,Upregulated
FQ312003_intergenic_1118390_1118645,FQ312003_intergenic_1118390_1118645,121.2348315,237.369611,43.81164518,0.184571416,-2.437748952,0.004381088,0.040185574,Downregulated
FQ312003_intergenic_11296_11542,FQ312003_intergenic_11296_11542,41.03280938,80.41556728,14.77763745,0.18376588,-2.444059173,1.46E-05,0.000315488,Downregulated
FQ312003_intergenic_1169862_1170587,FQ312003_intergenic_1169862_1170587,140.2013613,344.85679,3.764408808,0.010915861,-6.517430252,0.001423954,0.015919076,Downregulated
FQ312003_intergenic_1224290_1224445,FQ312003_intergenic_1224290_1224445,3.149402933,0.344689717,5.019211744,14.56153604,3.864090643,0.003916416,0.037185386,Upregulated
FQ312003_intergenic_1246254_1246494,FQ312003_intergenic_1246254_1246494,11.97082505,2.105292996,18.54784642,8.810102182,3.139158752,1.91E-07,7.41E-06,Upregulated
FQ312003_intergenic_1291293_1291894,FQ312003_intergenic_1291293_1291894,99.57111293,208.3766793,27.03406871,0.129736537,-2.946343262,0.001644135,0.017950991,Downregulated
FQ312003_intergenic_1295345_1295925,FQ312003_intergenic_1295345_1295925,51.15228172,103.0762437,16.53630708,0.160427917,-2.640002878,0.005716665,0.049453689,Downregulated
FQ312003_intergenic_1307302_1307397,FQ312003_intergenic_1307302_1307397,5.176759255,0.530967586,8.273953701,15.58278495,3.961881189,1.80E-05,0.000377054,Upregulated
FQ312003_intergenic_1326592_1326802,FQ312003_intergenic_1326592_1326802,45.14730663,80.95498502,21.27552104,0.262806806,-1.927925457,0.00013171,0.002148082,Downregulated
FQ312003_intergenic_1368214_1369004,FQ312003_intergenic_1368214_1369004,56.2984472,128.3351874,8.273953701,0.064471435,-3.955196094,0.000383136,0.005411899,Downregulated
FQ312003_intergenic_1407157_1407343,FQ312003_intergenic_1407157_1407343,51.85821163,110.4876817,12.77189827,0.115595676,-3.11284066,1.13E-08,5.92E-07,Downregulated
FQ312003_intergenic_1462286_1462474,FQ312003_intergenic_1462286_1462474,19.71477011,47.40472088,1.254802936,0.026469999,-5.239498025,0.001786889,0.019249372,Downregulated
FQ312003_intergenic_1495400_1496002,FQ312003_intergenic_1495400_1496002,26.02026409,5.642712156,39.60529872,7.018840873,2.811232796,2.08E-13,2.83E-11,Upregulated
FQ312003_intergenic_1576510_1576585,FQ312003_intergenic_1576510_1576585,2.410437151,0.379479665,3.764408808,9.91992234,3.310328826,0.001915996,0.020341904,Upregulated
FQ312003_intergenic_1677771_1678095,FQ312003_intergenic_1677771_1678095,9.238089676,0.937468254,14.77183729,15.75716002,3.97793563,0.000462701,0.006359268,Upregulated
FQ312003_intergenic_1706565_1706950,FQ312003_intergenic_1706565_1706950,86.36492722,202.3836834,9.019089785,0.044564313,-4.487967328,2.60E-06,7.34E-05,Downregulated
FQ312003_intergenic_1855531_1855600,FQ312003_intergenic_1855531_1855600,7.439673202,1.306139518,11.52869566,8.826542265,3.141848383,8.35E-05,0.001455846,Upregulated
FQ312003_intergenic_1925541_1925813,FQ312003_intergenic_1925541_1925813,16.09149294,38.34652794,1.254802936,0.032722726,-4.933563241,1.65E-06,5.11E-05,Downregulated
FQ312003_intergenic_1969052_1969144,FQ312003_intergenic_1969052_1969144,6.698600437,0.571161734,10.78355957,18.88004559,4.238790343,0.002154714,0.022692157,Upregulated
FQ312003_intergenic_1979685_1980370,FQ312003_intergenic_1979685_1980370,131.1545636,295.955727,21.28712137,0.071926709,-3.7973286,4.86E-08,2.18E-06,Downregulated
FQ312003_intergenic_2003085_2003252,FQ312003_intergenic_2003085_2003252,3.391783606,0.950641399,5.019211744,5.279816079,2.400487675,0.003588853,0.034465638,Upregulated
FQ312003_intergenic_2039709_2040021,FQ312003_intergenic_2039709_2040021,74.51104219,151.6915185,23.05739131,0.152001849,-2.71783922,0.000558415,0.007304068,Downregulated
FQ312003_intergenic_2058461_2058553,FQ312003_intergenic_2058461_2058553,3.092523234,0.20249047,5.019211744,24.78739738,4.631534894,1.25E-05,0.000281559,Upregulated
FQ312003_intergenic_2060888_2060903,FQ312003_intergenic_2060888_2060903,4.378041567,0.425078014,7.013350603,16.49897282,4.044304304,0.002550551,0.026227367,Upregulated
FQ312003_intergenic_2067465_2067721,FQ312003_intergenic_2067465_2067721,14.94406451,0.891869905,24.31219425,27.2597989,4.768703014,2.91E-11,2.65E-09,Upregulated
FQ312003_intergenic_2079825_2080015,FQ312003_intergenic_2079825_2080015,66.81460134,158.3899816,5.764347829,0.036393387,-4.780179883,1.05E-05,0.00023923,Downregulated
FQ312003_intergenic_2093600_2093960,FQ312003_intergenic_2093600_2093960,192.4053846,446.4447751,23.04579099,0.051620698,-4.275906535,1.13E-10,8.83E-09,Downregulated
FQ312003_intergenic_2131749_2131892,FQ312003_intergenic_2131749_2131892,93.66496788,216.1048759,12.03836251,0.055706112,-4.166020553,0.00707741,0.058148566,Downregulated
FQ312003_intergenic_2274523_2274547,FQ312003_intergenic_2274523_2274547,5.81865119,0.25349302,9.528756637,37.58981866,5.232270051,2.05E-08,1.01E-06,Upregulated
FQ312003_intergenic_2277817_2277892,FQ312003_intergenic_2277817_2277892,4.502712001,0.728053855,7.019150765,9.640977405,3.269179415,0.000955265,0.011442188,Upregulated
FQ312003_intergenic_2291816_2291931,FQ312003_intergenic_2291816_2291931,3.994725366,0.222587544,6.509483913,29.24460099,4.8700984,0.011968778,0.087183907,Upregulated
FQ312003_intergenic_2305121_2305388,FQ312003_intergenic_2305121_2305388,4.363282325,0.379479665,7.019150765,18.49677706,4.209202007,9.81E-05,0.001680046,Upregulated
FQ312003_intergenic_2307525_2307811,FQ312003_intergenic_2307525_2307811,12.42223006,2.116101398,19.29298251,9.117229698,3.188595523,1.89E-06,5.74E-05,Upregulated
FQ312003_intergenic_2319859_2320148,FQ312003_intergenic_2319859_2320148,73.78815768,165.3125468,12.77189827,0.077259098,-3.694151354,0.001864953,0.019864482,Downregulated
FQ312003_intergenic_2437265_2437558,FQ312003_intergenic_2437265_2437558,44.06370725,97.74833758,8.273953701,0.084645467,-3.562423377,0.000366168,0.005191879,Downregulated
FQ312003_intergenic_253893_254242,FQ312003_intergenic_253893_254242,212.4881094,448.9655623,54.83647415,0.1221396,-3.033397071,7.60E-05,0.001343842,Downregulated
FQ312003_intergenic_2541969_2542251,FQ312003_intergenic_2541969_2542251,61.97235899,153.0486931,1.254802936,0.008198717,-6.930386105,6.63E-11,5.49E-09,Downregulated
FQ312003_intergenic_2594527_2594999,FQ312003_intergenic_2594527_2594999,95.79330774,222.2076264,11.51709533,0.051830333,-4.270059519,0.000119594,0.001970144,Downregulated
FQ312003_intergenic_2681193_2681251,FQ312003_intergenic_2681193_2681251,71.73311677,172.5684746,4.509544893,0.026131916,-5.258043279,3.00E-10,2.26E-08,Downregulated
FQ312003_intergenic_274049_274127,FQ312003_intergenic_274049_274127,4.239930308,0.071099624,7.019150765,98.72275543,6.625310757,6.41E-07,2.24E-05,Upregulated
FQ312003_intergenic_2755773_2755958,FQ312003_intergenic_2755773_2755958,7.721047007,0.891869905,12.27383174,13.76190818,3.782608618,0.000357541,0.005139164,Upregulated
FQ312003_intergenic_2768884_2768934,FQ312003_intergenic_2768884_2768934,69.4297419,168.6922418,3.254741957,0.019293964,-5.695706647,5.80E-06,0.000146124,Downregulated
FQ312003_intergenic_2770435_2770585,FQ312003_intergenic_2770435_2770585,4.388261823,1.559632537,6.27401468,4.022751853,2.008182747,0.001691644,0.018367446,Upregulated
FQ312003_intergenic_2833416_2833437,FQ312003_intergenic_2833416_2833437,7.844067625,17.72796466,1.254802936,0.070780993,-3.820494195,0.007231269,0.059115631,Downregulated
FQ312003_intergenic_2862841_2862953,FQ312003_intergenic_2862841_2862953,98.35242277,242.1166481,2.509605872,0.010365276,-6.592097663,0.002037634,0.021563316,Downregulated
FQ312003_intergenic_2863777_2863872,FQ312003_intergenic_2863777_2863872,55.1426768,125.4457614,8.273953701,0.065956423,-3.922343031,0.002524061,0.02603684,Downregulated
FQ312003_intergenic_2920037_2920158,FQ312003_intergenic_2920037_2920158,2.802800783,0.242684618,4.509544893,18.58191477,4.215827266,0.014052896,0.098717444,Upregulated
FQ312003_intergenic_2921939_2922954,FQ312003_intergenic_2921939_2922954,26.82872203,8.798961619,38.84856231,4.415130329,2.142456025,0.006148016,0.052386734,Upregulated
FQ312003_intergenic_2965507_2965535,FQ312003_intergenic_2965507_2965535,2.770645464,0.162296322,4.509544893,27.78587245,4.796279635,0.006657724,0.055466898,Upregulated
FQ312003_intergenic_298129_298180,FQ312003_intergenic_298129_298180,2.46731685,0.521678913,3.764408808,7.215949729,2.851189288,0.004181693,0.038736929,Upregulated
FQ312003_intergenic_3022215_3022323,FQ312003_intergenic_3022215_3022323,5.520889909,0.273590094,9.019089785,32.96570305,5.042893944,3.10E-05,0.000604134,Upregulated
FQ312003_intergenic_3046708_3046937,FQ312003_intergenic_3046708_3046937,53.42907662,120.0440569,9.019089785,0.075131498,-3.734438328,0.000223158,0.00337837,Downregulated
FQ312003_intergenic_3066559_3066914,FQ312003_intergenic_3066559_3066914,64.97388822,150.7882903,7.764286849,0.051491312,-4.279527169,0.001789544,0.019249372,Downregulated
FQ312003_intergenic_3085623_3085692,FQ312003_intergenic_3085623_3085692,4.272085627,0.15148792,7.019150765,46.33472257,5.534021828,5.85E-06,0.000146124,Upregulated
FQ312003_intergenic_3136109_3136488,FQ312003_intergenic_3136109_3136488,23.78013648,4.226798595,36.81569506,8.71006608,3.122683664,3.86E-08,1.82E-06,Upregulated
FQ312003_intergenic_3138169_3138679,FQ312003_intergenic_3138169_3138679,1043.89812,2336.407603,182.2251304,0.077993724,-3.680498147,0.004455778,0.040642659,Downregulated
FQ312003_intergenic_3195470_3195486,FQ312003_intergenic_3195470_3195486,1.607160731,0.25349302,2.509605872,9.900098538,3.307442885,0.014052889,0.098717444,Upregulated
FQ312003_intergenic_3239110_3239134,FQ312003_intergenic_3239110_3239134,4.276408987,0.162296322,7.019150765,43.24898244,5.434594284,5.85E-06,0.000146124,Upregulated
FQ312003_intergenic_3242827_3243091,FQ312003_intergenic_3242827_3243091,222.4524256,496.4047131,39.8175673,0.080211904,-3.640039827,1.41E-11,1.37E-09,Downregulated
FQ312003_intergenic_3246207_3246259,FQ312003_intergenic_3246207_3246259,3.392391497,0.952161127,5.019211744,5.271389054,2.398183174,0.002200218,0.02306001,Upregulated
FQ312003_intergenic_3271796_3271989,FQ312003_intergenic_3271796_3271989,46.76914905,99.64722963,11.51709533,0.115578681,-3.113052788,0.010112125,0.076454683,Downregulated
FQ312003_intergenic_3295662_3295985,FQ312003_intergenic_3295662_3295985,70.12818081,164.7917259,7.019150765,0.042594073,-4.553203505,9.38E-05,0.001616609,Downregulated
FQ312003_intergenic_3300322_3300462,FQ312003_intergenic_3300322_3300462,7.516601147,2.616163508,10.78355957,4.121898169,2.043308864,0.000493038,0.006607515,Upregulated
FQ312003_intergenic_3321073_3321271,FQ312003_intergenic_3321073_3321271,11.49962691,2.045001774,17.80271034,8.705474276,3.121922898,1.31E-08,6.71E-07,Upregulated
FQ312003_intergenic_3369121_3369220,FQ312003_intergenic_3369121_3369220,30.65013067,74.74312227,1.254802936,0.016788206,-5.896408116,0.000108686,0.001817918,Downregulated
FQ312003_intergenic_3379260_3379595,FQ312003_intergenic_3379260_3379595,55.9959468,111.0503932,19.29298251,0.17373178,-2.525066409,0.000502108,0.0067016,Downregulated
FQ312003_intergenic_3417512_3417760,FQ312003_intergenic_3417512_3417760,87.01231074,148.3934039,46.09158198,0.310603981,-1.686851775,0.009349921,0.072420191,Downregulated
FQ312003_intergenic_3422658_3422669,FQ312003_intergenic_3422658_3422669,5.100086427,0.339285517,8.273953701,24.38640405,4.608005133,2.53E-06,7.28E-05,Upregulated
FQ312003_intergenic_350141_350370,FQ312003_intergenic_350141_350370,25.14934657,60.99116203,1.254802936,0.020573521,-5.603067488,0.001854449,0.01978482,Downregulated
FQ312003_intergenic_3530480_3530513,FQ312003_intergenic_3530480_3530513,4.676811449,0.045598349,7.764286849,170.2756137,7.411728021,0.010514607,0.078499465,Upregulated
FQ312003_intergenic_3532659_3532820,FQ312003_intergenic_3532659_3532820,26.79840491,62.11389934,3.254741957,0.052399575,-4.254301066,0.000477926,0.006466581,Downregulated
FQ312003_intergenic_3534710_3534911,FQ312003_intergenic_3534710_3534911,48.0394493,112.5698056,5.019211744,0.044587549,-4.487215288,0.009203954,0.071684816,Downregulated
FQ312003_intergenic_3549085_3549397,FQ312003_intergenic_3549085_3549397,82.66437721,189.3678995,11.52869566,0.060879883,-4.037890592,4.34E-06,0.000112506,Downregulated
FQ312003_intergenic_3549969_3550232,FQ312003_intergenic_3549969_3550232,15.05563551,33.87467998,2.509605872,0.074085006,-3.754674602,8.50E-05,0.00147761,Downregulated
FQ312003_intergenic_3561124_3561216,FQ312003_intergenic_3561124_3561216,5.333109853,0.930544325,8.268153539,8.885287157,3.151418402,0.002200221,0.02306001,Upregulated
FQ312003_intergenic_3571173_3571464,FQ312003_intergenic_3571173_3571464,14.34708561,30.98560109,3.254741957,0.105040465,-3.250982883,4.92E-05,0.000919537,Downregulated
FQ312003_intergenic_3636871_3637077,FQ312003_intergenic_3636871_3637077,49.81199223,99.37231611,16.77177631,0.16877715,-2.566808497,5.88E-05,0.001070529,Downregulated
FQ312003_intergenic_3735360_3735382,FQ312003_intergenic_3735360_3735382,4.773885297,0.288282967,7.764286849,26.93286712,4.751295914,0.000969286,0.011588903,Upregulated
FQ312003_intergenic_3756978_3757198,FQ312003_intergenic_3756978_3757198,9.970692797,1.987075295,15.29310447,7.696288359,2.944162854,0.008857596,0.069542229,Upregulated
FQ312003_intergenic_3758154_3758298,FQ312003_intergenic_3758154_3758298,59.27467915,109.4829983,25.80246642,0.235675555,-2.085125967,2.78E-06,7.77E-05,Downregulated
FQ312003_intergenic_3781840_3782126,FQ312003_intergenic_3781840_3782126,234.9003138,545.5471763,27.80240544,0.050962422,-4.294422345,0.006554615,0.054887561,Downregulated
FQ312003_intergenic_3825795_3825938,FQ312003_intergenic_3825795_3825938,40.568226,92.77404326,5.764347829,0.062133196,-4.008491921,0.002886206,0.029082548,Downregulated
FQ312003_intergenic_3854834_3854951,FQ312003_intergenic_3854834_3854951,3.25235393,0.602067209,5.019211744,8.336630307,3.05946436,0.000476977,0.006466581,Upregulated
