Gene Name,Product Annotation,BaseMean,BaseMeanA,BaseMeanB,Fold Change,log2 Fold-Change,P-value,FDR,Effect
hmpA,flavohemoprotein (haemoglobin-like protein),10.47470623,5.27107821,15.67833425,2.974407442,1.572602285,0.00017744,0.011659846,Upregulated
hrpA,ATP-dependent helicase HrpA,15.16282106,6.230870779,24.09477134,3.866999043,1.951214407,1.23E-05,0.00187085,Upregulated
hybB,probable hydrogenase-2 cytochrome b subunit,3.96871174,0.2384712,7.698952279,32.28462088,5.012775181,0.000285852,0.015894648,Upregulated
invA,secretory apparatus of type III secretion system,4.509722131,1.12110287,7.898341392,7.045153126,2.816631064,8.41E-05,0.006844645,Upregulated
iroB,putative glycosyltransferase,7.326399404,2.477723055,12.17507575,4.913816226,2.296843903,0.000531943,0.023710514,Upregulated
iroC,putative ABC transporter protein,13.89585739,2.793355154,24.99835963,8.949223512,3.161762511,0.002122976,0.061508396,Upregulated
ispA,geranyltranstransferase,4.871395627,1.313068542,8.429722712,6.419864953,2.682542949,8.48E-05,0.006844645,Upregulated
kbl,2-amino-3-ketobutyrate coenzyme A ligase,7.896883473,2.363458649,13.4303083,5.682480758,2.506520894,0.000127048,0.009202325,Upregulated
kdpD,sensor protein KdpD,13.02746636,3.555274282,22.49965844,6.328529574,2.66187033,0.002998003,0.078959773,Upregulated
kdpE,KDP operon transcriptional regulatory protein,3.118367642,0.836126142,5.400609142,6.459084187,2.691329624,0.000405439,0.019738443,Upregulated
kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,4.513406824,1.91717162,7.109642028,3.708401456,1.890797433,0.001020567,0.036139395,Upregulated
kefB,glutathione-regulated potassium-efflux system protein (K(+)/H(+)antiporter),10.67562729,5.48238829,15.86886628,2.894517032,1.533322646,0.000161536,0.010999098,Upregulated
lpfC,outer membrane usher protein (LpfC),7.080275747,1.59804527,12.56250622,7.861170431,2.974744128,0.002267455,0.063389295,Upregulated
melB,melibiose carrier protein,4.977654044,1.59804527,8.357262819,5.229678393,2.386722228,0.000490423,0.022328263,Upregulated
mesJ,cell cycle protein MesJ,7.100923927,1.83651647,12.36533138,6.733035933,2.751257164,0.003349949,0.083735588,Upregulated
mobA,mobilization protein,107.7641215,15.21662463,200.3116184,13.16399815,3.718525823,0.003180342,0.081411658,Upregulated
modB,molybdenum transport system permease protein ModB,5.560168081,1.12110287,9.999233292,8.919104176,3.156898815,0.003756762,0.090703043,Upregulated
moeA,molybdopterin biosynthesis MoeA protein,4.592314849,2.07498767,7.109642028,3.426353868,1.776674158,0.001020567,0.036139395,Upregulated
mraZ,conserved hypothetical protein.,6.971651312,11.3075698,2.635732826,0.233094544,-2.101012859,5.36E-06,0.0011783,Downregulated
mrcB,penicillin-binding protein 1b; peptidoglycan synthetase,12.13559916,5.103860139,19.16733819,3.755459136,1.9089893,0.000407271,0.019738443,Upregulated
mrp,conserved hypothetical protein,7.441978824,11.06614471,3.817812934,0.344999368,-1.535334375,0.001227498,0.042292267,Downregulated
nadA,quinolinate synthetase A protein,5.659352363,1.842964606,9.475740119,5.14157466,2.362210267,0.001893422,0.058022476,Upregulated
nagD,NagD protein,2.875193316,0.678310093,5.072076539,7.477518903,2.902559652,0.003249392,0.081864131,Upregulated
nanT,putative sialic acid transporter,16.75955228,26.14674701,7.372357552,0.281960794,-1.826433521,0.000585694,0.024723277,Downregulated
narX,nitrate/nitrite sensor protein NarX,6.496037058,1.799412963,11.19266115,6.220173681,2.636954864,0.002640266,0.072227711,Upregulated
nfi,putative endonuclease,3.467707129,0.879677785,6.055736473,6.88403933,2.78325534,0.000134584,0.00942683,Upregulated
nhaB,regulator of intracellular pH; Na+/H+ antiporter,3.921562144,0.402735386,7.440388902,18.47463413,4.207473889,4.67E-07,0.000185886,Upregulated
nifU,NifU-like protein,4.232891073,7.544479687,0.92130246,0.122116103,-3.033674638,0.000358106,0.018557479,Downregulated
oadB2,oxaloacetate decarboxylase beta chain 2,8.3017201,0.359183742,16.24425646,45.22547806,5.499063848,0.001625298,0.052321462,Upregulated
osmY,Putative periplasmic protein,11.25863641,17.38062453,5.136648285,0.295538764,-1.758580724,8.81E-06,0.001701551,Downregulated
pcgL,D-alanyl-D-alanine dipeptidase,22.92554662,34.2523185,11.59877473,0.338627434,-1.562229235,0.003912377,0.092281906,Downregulated
pepE,peptidase E (pseudogene),4.593791791,2.077941555,7.109642028,3.421483155,1.774621845,0.003284293,0.082417647,Upregulated
pilO,pilus protein,6.840742985,2.954665455,10.72682052,3.630468721,1.860155823,0.003223922,0.081864131,Upregulated
pilV,typeIV prepilin,6.850678648,1.91717162,11.78418568,6.146651427,2.619800673,0.00273131,0.073768519,Upregulated
potI,putrescine transport system permease protein PotI,2.976269591,0.359183742,5.59335544,15.57240705,3.960920056,0.000645807,0.026387019,Upregulated
priB,primosomal replication protein N,6.493390829,9.759524309,3.227257349,0.33067773,-1.596502205,0.000562879,0.024353847,Downregulated
prpE,PrpE protein,8.176582681,2.403516041,13.94964932,5.803851142,2.537010517,0.002046823,0.060681169,Upregulated
prpR,propionate catabolism operon regulatory protein,5.043955592,1.59804527,8.489865915,5.312656702,2.409433491,0.00015561,0.010781072,Upregulated
pSLP3_intergenic_5998_6453,pSLP3_intergenic_5998_6453,16.99894259,2.551930069,31.44595511,12.32242039,3.623213755,0.000121832,0.009136003,Upregulated
pstC,phosphate transport system permease protein,6.1634969,2.316412755,10.01058104,4.321587776,2.111561464,0.003981413,0.092281906,Upregulated
ptr,protease III precursor (pitrilysin),12.26543729,3.716584583,20.81429,5.600381084,2.485525,0.000109828,0.00833387,Upregulated
pyrG,CTP synthase,12.18328947,18.31084246,6.055736473,0.330718616,-1.596323839,0.000102478,0.007869853,Downregulated
ratB,putative outer membrane protein (RatB) (pseudogene),3.177637284,0.761919128,5.59335544,7.341140595,2.876004232,0.003057506,0.079871078,Upregulated
repA,DNA replication,10.46206801,4.274182133,16.64995389,3.895471314,1.961797891,0.001663111,0.053269705,Upregulated
rfaQ,lipopolysaccharide core biosynthesis protein,5.096903693,7.755249402,2.438557985,0.31443966,-1.6691449,0.000570919,0.024423083,Downregulated
rffA,lipopolysaccharide biosynthesis protein,2.505108311,0.402735386,4.607481235,11.44046786,3.516074147,0.000974567,0.036101186,Upregulated
rimJ,ribosomal-protein-alanine acetyltransferase,3.813695061,7.430215281,0.197174841,0.026536895,-5.235856627,1.43E-05,0.002020397,Downregulated
rpl19,50S ribosomal protein L19. Chloroplast 50S ribosomal protein L19.,13.00265688,21.72415085,4.281162904,0.197069286,-2.343225148,3.82E-09,6.09E-06,Downregulated
rplF,50S ribosomal subunit protein L6,32.57758822,48.5457137,16.60946274,0.342140664,-1.547338512,0.003778468,0.090882837,Downregulated
rplM,50S ribosomal subunit protein L13,14.90380094,23.1514838,6.656118081,0.287502872,-1.798351727,3.28E-10,1.04E-06,Downregulated
rplP,50S ribosomal subunit protein L16,27.75248999,45.22379527,10.28118472,0.227340157,-2.137075553,0.001215044,0.042090717,Downregulated
rplU,50S ribosomal subunit protein L21,12.69706641,19.07222122,6.321911602,0.331472225,-1.593040108,9.68E-06,0.001701551,Downregulated
rpsR,30s ribosomal subunit protein S18,6.864672889,11.02904121,2.700304571,0.24483584,-2.030113333,5.00E-05,0.004981137,Downregulated
rpsU,30S ribosomal subunit protein S21,3.942332682,7.687490524,0.197174841,0.025648791,-5.284965343,9.16E-06,0.001701551,Downregulated
rtcA,rna 3'-terminal phosphate cyclase (ec 6.5.1.4) (rna-3'-phosphate cyclase) (rna cyclase),7.540926977,1.59804527,13.48380868,8.437688805,3.07684788,0.001449429,0.048624539,Upregulated
safC,salmonella atypical fimbria outer membrane usher,8.532058041,2.71914814,14.34496794,5.275537485,2.399318087,0.000364527,0.018587938,Upregulated
sapF,peptide transport system ATP-binding protein SapF,4.567473817,1.433781084,7.701166551,5.371229008,2.425252234,0.001339608,0.045178091,Upregulated
sciF,conserved hypothetical protein (SPI-6 associated),2.312751104,0.4769424,4.148559808,8.698240733,3.120723637,0.002068,0.060806267,Upregulated
sinH,intimin,5.267865425,1.12110287,9.414627979,8.397648627,3.069985424,0.001195113,0.041626512,Upregulated
SL0010,conserved hypothetical protein,2.127213956,0.2384712,4.015956713,16.8404265,4.073856771,0.000217005,0.013110228,Upregulated
SL0301,conserved hypothetical protein (SPI-6 associated),2.57421405,4.754078418,0.394349682,0.082949764,-3.591618316,0.002709068,0.07347915,Downregulated
SL0430,hpothetical major facilitator family transport protein,5.512671147,1.155252492,9.870089801,8.543664582,3.094855009,0.004437909,0.099593195,Upregulated
SL0471,integral membrane protein AefA,13.49256712,5.989445694,20.99568854,3.505447685,1.809598704,0.000248671,0.014285074,Upregulated
SL0501,putative membrane protein,11.87018245,2.551930069,21.18843484,8.302905747,3.053616321,0.000218024,0.013110228,Upregulated
SL0638,putative hydrolase C-terminus,2.483332489,0.359183742,4.607481235,12.82764416,3.681184334,0.000198842,0.012305051,Upregulated
SL0702,putative glycosyl transferase,2.521563638,0.2384712,4.804656076,20.14774144,4.332546217,0.000189415,0.011958095,Upregulated
SL0876,prismane protein homolog (hybrid-cluster protein),8.720896089,3.152538897,14.28925328,4.532617598,2.180344451,3.71E-08,2.36E-05,Upregulated
SL1127,conserved hypothetical protein,8.066455821,12.7730512,3.359860444,0.263042901,-1.926629979,0.001017508,0.036139395,Downregulated
SL1143,putative lipoprotein,4.670231622,1.963677149,7.376786095,3.756618597,1.909434649,0.001963959,0.059048454,Upregulated
SL1156,ABC transporter integral membrane subunit,5.360343411,2.359964398,8.360722424,3.542732437,1.824862511,0.000393321,0.01958618,Upregulated
SL1157,putative ROK-family protein,3.669074822,1.282413171,6.055736473,4.722141513,2.239441277,0.001564996,0.050813991,Upregulated
SL1222,putative regulatory protein,4.078893725,0.718367485,7.439419964,10.35600876,3.372396186,4.95E-05,0.004981137,Upregulated
SL1534,putative peptidase,5.802419197,2.716194255,8.888644139,3.272462609,1.710376708,0.000559395,0.024353847,Upregulated
SL1544,putative phosphotransferase enzyme,3.719915631,1.12110287,6.318728392,5.636171809,2.49471559,0.003956557,0.092281906,Upregulated
SL1783,hypothetical protein,13.58815499,22.56218593,4.61412405,0.20450696,-2.289778153,1.77E-05,0.002352005,Downregulated
SL1990,putative inner membrane protein,3.640040939,0.2384712,7.041610677,29.52813875,4.884018517,1.74E-05,0.002352005,Upregulated
SL2153,glutathione-S-transferase-family protein,2.417030941,0.359183742,4.47487814,12.45846516,3.639054439,0.004112821,0.094298993,Upregulated
SL2163,putative oxidoreductase,3.770225814,1.480286613,6.060165016,4.093913276,2.033480541,0.003949505,0.092281906,Upregulated
SL2216,predicted bacteriophage protein,3.979097487,6.509939737,1.448255237,0.222468302,-2.168328306,0.002237313,0.0631646,Downregulated
SL2281,conserved hypothetical protein,2.996895149,1.12110287,4.872687427,4.346333914,2.119799016,0.004513496,0.099593195,Upregulated
SL2308,putative membrane protein,4.757367975,0.956838684,8.557897265,8.943929007,3.160908737,9.16E-05,0.007210064,Upregulated
SL2319,conserved hypothetical protein,3.272628714,1.081045478,5.46421195,5.054562514,2.337586228,0.001689137,0.053299788,Upregulated
SL2356,phosphohistidine phosphatase,8.887859448,14.21868361,3.557035285,0.250166287,-1.999040713,2.23E-06,0.000592263,Downregulated
SL2359,conserved hypothetical protein,3.7115613,6.237859282,1.185263317,0.19001123,-2.395843405,0.001484284,0.049533135,Downregulated
SL2373,putative decarboxylase,5.065134553,0.919735177,9.210533928,10.01433255,3.323994365,0.0021382,0.061532303,Upregulated
SL2494,putative lipoprotein,26.54431336,9.601167893,43.48745883,4.529392603,2.179317596,0.002666987,0.072646915,Upregulated
SL2561,predicted bacteriophage protein,2.580812774,0.359183742,4.802441805,13.37043201,3.740974176,0.004508331,0.099593195,Upregulated
SL2587,predicted bacteriophage protein,2.615935585,0.359183742,4.872687427,13.56600217,3.761923723,9.74E-05,0.007568234,Upregulated
SL2615,putative acyl-CoA synthetase,15.13801834,8.027329857,22.24870681,2.771619855,1.470729396,0.000405003,0.019738443,Upregulated
SL2626,conserved hypothetical protein,5.446926669,2.000780656,8.893072682,4.444801411,2.152118963,0.00064306,0.026387019,Upregulated
SL2743,putative solute-binding protein,7.81032602,2.000780656,13.61987138,6.807278622,2.76707816,0.000602801,0.025112755,Upregulated
SL2744,DNA-binding bacteriophage protein,3.419337851,0.718367485,6.120308218,8.519745602,3.090810353,0.003707381,0.090541768,Upregulated
SL2920,hypothetical protein,4.017935293,0.402735386,7.6331352,18.95322704,4.244371602,0.000330256,0.017542072,Upregulated
SL2965,conserved hypothetical protein,2.224694241,0.2384712,4.210917282,17.65796995,4.142247588,0.002070122,0.060806267,Upregulated
SL2999,conserved hypothetical protein,2.674814913,0.4769424,4.872687427,10.21651132,3.352830732,0.000474357,0.021909783,Upregulated
SL3000,probable amino acid transport protein,3.207460107,0.359183742,6.055736473,16.85971763,4.075508469,2.86E-06,0.0007291,Upregulated
SL3013,conserved hypothetical protein,14.72361628,21.80966883,7.637563743,0.350191642,-1.513783442,2.40E-05,0.002939616,Downregulated
SL3058,zinc binding dehydrogenase,5.0055393,0.402735386,9.608343215,23.85770796,4.576383543,5.51E-05,0.005290599,Upregulated
SL3205,conserved hypothetical protein,4.945990839,1.59804527,8.293936407,5.190050972,2.375748708,0.0036452,0.089708516,Upregulated
SL3239,probable phosphoheptose isomerase,8.117433915,12.08533908,4.149528746,0.343352281,-1.542238545,0.003563395,0.088035205,Downregulated
SL3299,conserved hypothetical protein,6.807171834,3.474619132,10.13972454,2.918226186,1.545091708,0.000251009,0.014285074,Upregulated
SL3341,possible exported protein,15.20046722,6.315020181,24.08591425,3.814067661,1.931330437,0.000162208,0.010999098,Upregulated
SL3350,conserved hypothetical protein,2.732030099,5.069710517,0.394349682,0.077785444,-3.684355987,0.003933117,0.092281906,Downregulated
SL3515,putative membrane protein,3.168859151,0.4769424,5.860775903,12.2882258,3.619204727,4.93E-05,0.004981137,Upregulated
SL3541,heavy metal-transporting ATPase,10.31457809,2.477723055,18.15143312,7.325852291,2.872996613,0.003959955,0.092281906,Upregulated
SL3732,conserved hypothetical protein,2.816196142,0.761919128,4.870473155,6.392375485,2.676352154,0.000667109,0.027083775,Upregulated
SL3746,"fructose-1,6-bisphosphate aldolase, class II",3.497529952,0.4769424,6.518117505,13.66646687,3.772568413,1.06E-05,0.001701551,Upregulated
SL3748,"PTS system, galactitol-specific IIC component",4.945368172,1.59804527,8.292691074,5.189271687,2.375532071,0.000129663,0.009286205,Upregulated
SL3757,hypothetical protein,5.766589099,1.195309884,10.33786831,8.648693071,3.112482139,1.29E-08,1.03E-05,Upregulated
SL3826,putative shikimate 5-dehydrogenase,4.521612684,0.879677785,8.163547583,9.280156574,3.214149147,4.77E-06,0.001085858,Upregulated
SL3827,conserved hypothetical protein,7.679452727,2.000780656,13.3581248,6.676456392,2.739082578,0.000417008,0.019985052,Upregulated
SL4061,"PTS system, protein component IIC (phosphotransferase enzyme ii, c component)",3.925895309,0.4769424,7.374848219,15.46276495,3.95072641,0.000811244,0.03172313,Upregulated
SL4135,predicted bacteriophage protein,9.149212535,1.913677369,16.3847477,8.561917472,3.09793393,0.003954231,0.092281906,Upregulated
SL4149,Phage tail sheath protein,4.087947339,0.4769424,7.698952279,16.14231044,4.012775181,0.003854883,0.092026302,Upregulated
SL4203,putative glutathione S transferase,3.168096017,1.201758021,5.134434013,4.272435819,2.09505882,0.001689137,0.053299788,Upregulated
SL4258,putative regulatory protein,2.539123986,0.402735386,4.675512586,11.60939106,3.537220396,0.000994675,0.036101186,Upregulated
SL4328,putative membrane protein,4.289799501,0.879677785,7.699921217,8.753115453,3.1297966,0.000375353,0.018988071,Upregulated
SL4435,putative exported protein,6.546653674,10.39078851,2.702518843,0.260087946,-1.942928556,2.88E-05,0.003465776,Downregulated
SLP1_0051,predicted protein,2.68050733,0.359183742,5.001830917,13.92554932,3.799662333,0.000336522,0.017581918,Upregulated
SLP1_0060,predicted protein,6.919144073,3.239642183,10.59864596,3.271548326,1.709973582,5.56E-05,0.005290599,Upregulated
SLP1_0074,putative inner membrane protein,7.91403088,3.388056211,12.44000555,3.671723482,1.876457413,0.003227771,0.081864131,Upregulated
SLP1_0077,conserved hypothetical protein,7.573856506,3.887296905,11.26041611,2.896721393,1.534420933,0.002888672,0.076443035,Upregulated
SLP1_0078,Not found,5.572843976,2.322860891,8.82282706,3.798258903,1.925338248,0.000133973,0.00942683,Upregulated
sppA,protease IV,6.236015124,2.07498767,10.39704258,5.010652704,2.324998546,0.000956431,0.036101186,Upregulated
ssaG,putative pathogenicity island protein,14.55126128,24.55864413,4.543878428,0.185021551,-2.434234771,0.004351496,0.098706181,Downregulated
stpA,tyrosine phosphatase (associated with virulence),7.163335616,2.403516041,11.92315519,4.960713798,2.310547725,9.02E-05,0.007186121,Upregulated
tatD,putative deoxyribonuclease,5.969867921,0.879677785,11.06005806,12.57285138,3.652239969,0.000461724,0.021639927,Upregulated
tctE,putative two-component system sensor kinase,5.956360112,1.446677357,10.46604287,7.234538383,2.854900965,0.001682354,0.053299788,Upregulated
tdcB,catabolic threonine dehydratase,5.165085152,0.718367485,9.61180282,13.38006386,3.742013097,0.003412814,0.08497373,Upregulated
thiC,thiamine biosynthesis protein,8.236961575,2.000780656,14.47314249,7.233747714,2.854743283,0.000996832,0.036101186,Upregulated
traH,trah pilus assembly protein (trah),9.174306426,2.551930069,15.79668278,6.190092343,2.629960932,7.85E-05,0.006819573,Upregulated
traP,conjugative transfer protein,3.428348337,1.195309884,5.661386791,4.736333954,2.243770807,0.000322008,0.017313846,Upregulated
traP,SLP2_0065,2.576227493,0.4769424,4.675512586,9.803096954,3.293237592,0.000994675,0.036101186,Upregulated
traV,SLP2_0059,3.130648509,0.402735386,5.858561632,14.54692545,3.862642361,1.17E-05,0.001824852,Upregulated
trbC,conjugative transfer assembly protein,6.446721619,0.718367485,12.17507575,16.94825561,4.083064887,0.002547018,0.069977113,Upregulated
trbI,conjugative transfer protein,3.116776037,0.836126142,5.397425933,6.455277095,2.690479025,0.000390777,0.01958618,Upregulated
ttrC,tetrathionate reductase subunit C (membrane protein),2.220478767,0.359183742,4.081773791,11.36402713,3.506402275,0.000481433,0.022076647,Upregulated
ttrS,"putative histidine kinase, two component regulatory protein",4.602617135,1.238861528,7.966372742,6.430398042,2.684908043,3.28E-05,0.00373684,Upregulated
udg,UDP-glucose 6-dehydrogenase,9.924098419,17.4776702,2.370526634,0.135631729,-2.882233377,6.02E-10,1.28E-06,Downregulated
yacK,possible multicopper oxidase precursor,6.251963515,2.037884163,10.46604287,5.135739832,2.36057212,1.02E-05,0.001701551,Upregulated
ybdG,putative membrane protein,4.854338139,1.282413171,8.426263107,6.570630509,2.716031816,8.30E-05,0.006844645,Upregulated
ybhO,putative phospholipase,5.245323285,2.000780656,8.489865915,4.243276688,2.085178754,0.00056548,0.024353847,Upregulated
ybiH,hypothetical tetR-family transcriptional regulator,3.566294549,0.879677785,6.252911314,7.108183721,2.82948097,0.000169758,0.011389854,Upregulated
ybiW,putative formate acetyltransferase 3,11.78707798,4.881239097,18.69291686,3.829543378,1.93717238,3.23E-05,0.00373684,Upregulated
yebF,putative exported protein,5.763323233,9.353294672,2.173351794,0.232362164,-2.105552922,0.000408766,0.019738443,Downregulated
yedE,putative membrane protein,4.217047701,1.195309884,7.238785518,6.055990679,2.598362985,0.002249011,0.0631646,Upregulated
yfiD,conserved hypothetical protein,8.437792087,14.89940722,1.976176953,0.132634602,-2.914470893,5.76E-05,0.005403005,Downregulated
ygaF,putative GAB DTP gene cluster repressor,9.944358813,2.192746327,17.6959713,8.070231874,3.012610126,0.004525141,0.099593195,Upregulated
ygdE,conserved hypothetical protein,6.197535197,1.792964826,10.60210557,5.913169858,2.56393172,0.001310991,0.044448162,Upregulated
ygjN,conserved hypothetical protein,4.003535378,1.158206377,6.848864379,5.913336788,2.563972447,8.13E-05,0.006819573,Upregulated
yhhK,conserved hypothetical protein,4.688964702,1.282413171,8.095516233,6.312720748,2.658261933,0.000546949,0.024210075,Upregulated
yhjK,conserved hypothetical protein,6.202900936,0.953884799,11.45191707,12.00555568,3.585630276,0.004021686,0.092877637,Upregulated
yhjN,putative polysaccharide biosynthesis protein subunit B,10.96761159,4.431998183,17.503225,3.949285239,1.981591571,0.00171557,0.05338106,Upregulated
yicH,putative exported protein,8.241154427,2.403516041,14.07879281,5.857582213,2.550305298,0.003168213,0.081411658,Upregulated
yifB,Putative competence protein (chelatase),4.217047701,1.195309884,7.238785518,6.055990679,2.598362985,0.002249011,0.0631646,Upregulated
